ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,COUNTRY,PRODUCTLINE,CUSTOMERNAME,REVENUE_PER_UNIT,ORDER_SIZE
10151,41,63.85,5,2617.85,2003-09-21,Shipped,3,9,2003,Finland,Trucks And Buses,"Oulu Toy Supplies, Inc.",63.849999999999994,342
10165,48,45.99,14,2207.52,2003-10-22,Shipped,4,10,2003,Singapore,Trucks And Buses,"Dragon Souveniers, Ltd.",45.99,670
10175,50,63.31,3,3165.5,2003-11-06,Shipped,4,11,2003,Uk,Trucks And Buses,"Stylish Desk Decors, Co.",63.31,432
10184,33,62.77,8,2071.41,2003-11-14,Shipped,4,11,2003,Spain,Trucks And Buses,"Iberia Gift Imports, Corp.",62.769999999999996,519
10195,32,43.29,8,1385.28,2003-11-25,Shipped,4,11,2003,Usa,Trucks And Buses,Mini Classics,43.29,385
10207,27,60.06,9,1621.62,2003-12-09,Shipped,4,12,2003,Usa,Trucks And Buses,Diecast Collectables,60.059999999999995,615
10219,35,55.19,4,1931.65,2004-02-10,Shipped,1,2,2004,Usa,Trucks And Buses,Signal Collectibles Ltd.,55.190000000000005,147
10229,23,54.11,3,1244.53,2004-03-11,Shipped,1,3,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,54.11,476
10246,35,48.7,7,1704.5,2004-05-05,Shipped,2,5,2004,Spain,Trucks And Buses,Euro Shopping Channel,48.7,399
10259,40,43.83,6,1753.2,2004-06-15,Shipped,2,6,2004,Singapore,Trucks And Buses,Handji Gifts& Co,43.83,454
10271,35,47.62,7,1666.7,2004-07-20,Shipped,3,7,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,47.620000000000005,393
10281,31,55.19,3,1710.89,2004-08-19,Shipped,3,8,2004,Usa,Trucks And Buses,Diecast Classics Inc.,55.190000000000005,449
10292,50,46.53,10,2326.5,2004-09-08,Shipped,3,9,2004,Usa,Trucks And Buses,Land Of Toys Inc.,46.53,416
10305,40,57.9,7,2316.0,2004-10-13,Shipped,4,10,2004,Usa,Trucks And Buses,Marta'S Replicas Co.,57.9,502
10313,38,45.45,1,1727.1,2004-10-22,Shipped,4,10,2004,Canada,Trucks And Buses,Canadian Gift Exchange Network,45.449999999999996,348
10325,38,100.0,3,8844.12,2004-11-05,Shipped,4,11,2004,Norway,Trucks And Buses,Baane Mini Imports,232.74,329
10335,40,60.6,3,2424.0,2004-11-19,Shipped,4,11,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,60.6,117
10349,33,46.53,1,1535.49,2004-12-01,Shipped,4,12,2004,Usa,Trucks And Buses,Muscle Machine Inc,46.53,372
10359,36,100.0,3,6358.68,2004-12-15,Shipped,4,12,2004,France,Trucks And Buses,Reims Collectables,176.63,290
10371,20,66.47,2,1329.4,2005-01-23,Shipped,1,1,2005,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,66.47,382
10383,32,53.18,5,1701.76,2005-02-22,Shipped,1,2,2005,Spain,Trucks And Buses,Euro Shopping Channel,53.18,416
10394,36,62.77,3,2259.72,2005-03-15,Shipped,1,3,2005,Spain,Trucks And Buses,Euro Shopping Channel,62.769999999999996,239
10412,19,48.7,7,925.3,2005-05-03,Shipped,2,5,2005,Spain,Trucks And Buses,Euro Shopping Channel,48.699999999999996,455
10425,11,43.83,6,482.13,2005-05-31,In Process,2,5,2005,France,Trucks And Buses,La Rochelle Gifts,43.83,427
10104,49,65.87,4,3227.63,2003-01-31,Shipped,1,1,2003,Spain,Trains,Euro Shopping Channel,65.87,443
10116,27,63.38,1,1711.26,2003-04-11,Shipped,2,4,2003,Belgium,Trains,Royale Belge,63.38,27
10127,29,70.84,6,2054.36,2003-06-03,Shipped,2,6,2003,Usa,Trains,Muscle Machine Inc,70.84,540
10142,42,74.57,16,3131.94,2003-08-08,Shipped,3,8,2003,Usa,Trains,Mini Gifts Distributors Ltd.,74.57000000000001,577
10152,33,50.95,2,1681.35,2003-09-25,Shipped,3,9,2003,Australia,Trains,"Australian Gift Network, Co",50.949999999999996,116
10165,44,53.44,7,2351.36,2003-10-22,Shipped,4,10,2003,Singapore,Trains,"Dragon Souveniers, Ltd.",53.440000000000005,670
10176,22,64.0,6,1408.0,2003-11-06,Shipped,4,11,2003,Italy,Trains,L'Ordine Souveniers,64.0,325
10184,48,50.95,1,2445.6,2003-11-14,Shipped,4,11,2003,Spain,Trains,"Iberia Gift Imports, Corp.",50.949999999999996,519
10195,33,54.68,1,1804.44,2003-11-25,Shipped,4,11,2003,Usa,Trains,Mini Classics,54.68,385
10207,45,56.55,2,2544.75,2003-12-09,Shipped,4,12,2003,Usa,Trains,Diecast Collectables,56.55,615
10220,20,52.82,6,1056.4,2004-02-12,Shipped,1,2,2004,Ireland,Trains,"Clover Collections, Co.",52.82000000000001,289
10230,46,60.9,4,2801.4,2004-03-15,Shipped,1,3,2004,Germany,Trains,"Blauer See Auto, Co.",60.9,338
10247,40,49.71,6,1988.4,2004-05-05,Shipped,2,5,2004,Finland,Trains,Suominen Souveniers,49.71,233
10272,45,64.63,6,2908.35,2004-07-20,Shipped,3,7,2004,Usa,Trains,Diecast Classics Inc.,64.63,214
10282,36,59.65,9,2147.4,2004-08-20,Shipped,3,8,2004,Usa,Trains,Mini Gifts Distributors Ltd.,59.650000000000006,447
10292,31,67.73,3,2099.63,2004-09-08,Shipped,3,9,2004,Usa,Trains,Land Of Toys Inc.,67.73,416
10306,46,50.33,17,2315.18,2004-10-14,Shipped,4,10,2004,Uk,Trains,"Av Stores, Co.",50.33,587
10314,35,66.49,9,2327.15,2004-10-22,Shipped,4,10,2004,Denmark,Trains,Heintze Collectables,66.49000000000001,524
10325,28,100.0,2,5377.4,2004-11-05,Shipped,4,11,2004,Norway,Trains,Baane Mini Imports,192.04999999999998,329
10336,31,84.71,9,2626.01,2004-11-20,Shipped,4,11,2004,France,Trains,"La Corne D'Abondance, Co.",84.71000000000001,447
10350,27,100.0,14,4406.4,2004-12-02,Shipped,4,12,2004,Spain,Trains,Euro Shopping Channel,163.2,554
10359,22,100.0,1,4301.22,2004-12-15,Shipped,4,12,2004,France,Trains,Reims Collectables,195.51000000000002,290
10371,30,99.55,11,2986.5,2005-01-23,Shipped,1,1,2005,Usa,Trains,Mini Gifts Distributors Ltd.,99.55,382
10383,44,36.07,8,1587.08,2005-02-22,Shipped,1,2,2005,Spain,Trains,Euro Shopping Channel,36.07,416
10394,30,60.28,4,1808.4,2005-03-15,Shipped,1,3,2005,Spain,Trains,Euro Shopping Channel,60.28,239
10413,24,49.71,6,1193.04,2005-05-05,Shipped,2,5,2005,Usa,Trains,Gift Depot Inc.,49.71,229
10103,45,75.63,7,3403.35,2003-01-29,Shipped,1,1,2003,Norway,Trucks And Buses,Baane Mini Imports,75.63,541
10113,23,68.52,1,1575.96,2003-03-26,Shipped,1,3,2003,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,68.52,143
10126,26,62.7,7,1630.2,2003-05-28,Shipped,2,5,2003,Spain,Trucks And Buses,"Corrida Auto Replicas, Ltd",62.7,617
10140,28,60.76,7,1701.28,2003-07-24,Shipped,3,7,2003,Usa,Trucks And Buses,Technics Stores Inc.,60.76,385
10150,49,58.18,4,2850.82,2003-09-19,Shipped,3,9,2003,Singapore,Trucks And Buses,"Dragon Souveniers, Ltd.",58.18000000000001,380
10164,49,54.94,5,2692.06,2003-10-21,Resolved,4,10,2003,Austria,Trucks And Buses,Mini Auto Werke,54.94,288
10175,29,74.98,12,2174.42,2003-11-06,Shipped,4,11,2003,Uk,Trucks And Buses,"Stylish Desk Decors, Co.",74.98,432
10183,49,64.64,4,3167.36,2003-11-13,Shipped,4,11,2003,Usa,Trucks And Buses,"Classic Gift Ideas, Inc",64.64,391
10194,39,54.94,7,2142.66,2003-11-25,Shipped,4,11,2003,France,Trucks And Buses,"Saveley & Henriot, Co.",54.94,396
10206,36,58.82,2,2117.52,2003-12-05,Shipped,4,12,2003,Canada,Trucks And Buses,Canadian Gift Exchange Network,58.82,355
10217,39,62.05,7,2419.95,2004-02-04,Shipped,1,2,2004,Singapore,Trucks And Buses,Handji Gifts& Co,62.05,240
10229,30,73.04,12,2191.2,2004-03-11,Shipped,1,3,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,73.03999999999999,476
10245,44,69.16,5,3043.04,2004-05-04,Shipped,2,5,2004,Usa,Trucks And Buses,Super Scale Inc.,69.16,320
10258,20,61.41,2,1228.2,2004-06-15,Shipped,2,6,2004,Japan,Trucks And Buses,"Tokyo Collectables, Ltd",61.410000000000004,200
10270,21,63.35,5,1330.35,2004-07-19,Shipped,3,7,2004,Australia,Trucks And Buses,Souveniers And Things Co.,63.349999999999994,374
10281,36,77.57,12,2792.52,2004-08-19,Shipped,3,8,2004,Usa,Trucks And Buses,Diecast Classics Inc.,77.57,449
10291,32,71.75,7,2296.0,2004-09-08,Shipped,3,9,2004,Sweden,Trucks And Buses,Scandinavian Gift Ideas,71.75,493
10304,36,73.04,2,2629.44,2004-10-11,Shipped,4,10,2004,France,Trucks And Buses,Auto Assoc. & Cie.,73.04,594
10313,34,56.24,10,1912.16,2004-10-22,Shipped,4,10,2004,Canada,Trucks And Buses,Canadian Gift Exchange Network,56.24,348
10324,48,100.0,4,8209.44,2004-11-05,Shipped,4,11,2004,Usa,Trucks And Buses,Vitachrome Inc.,171.03,468
10333,33,73.69,4,2431.77,2004-11-18,Shipped,4,11,2004,Usa,Trucks And Buses,Mini Wheels Co.,73.69,261
10348,31,100.0,5,3139.99,2004-11-01,Shipped,4,11,2004,Spain,Trucks And Buses,"Corrida Auto Replicas, Ltd",101.28999999999999,305
10358,36,100.0,2,5669.64,2004-12-10,Shipped,4,12,2004,Spain,Trucks And Buses,Euro Shopping Channel,157.49,484
10370,25,100.0,3,3160.25,2005-01-20,Shipped,1,1,2005,Australia,Trucks And Buses,"Anna'S Decorations, Ltd",126.41,256
10382,48,100.0,8,6799.68,2005-02-17,Shipped,1,2,2005,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,141.66,451
10411,27,69.16,5,1867.32,2005-05-01,Shipped,2,5,2005,Canada,Trucks And Buses,Quebec Home Shopping Network,69.16,285
10424,44,61.41,2,2702.04,2005-05-31,In Process,2,5,2005,Spain,Trucks And Buses,Euro Shopping Channel,61.41,269
10106,33,72.92,5,2406.36,2003-02-17,Shipped,1,2,2003,Italy,Vintage Cars,Rovelli Gifts,72.92,675
10120,29,72.23,11,2094.67,2003-04-29,Shipped,2,4,2003,Australia,Vintage Cars,"Australian Collectors, Co.",72.23,525
10133,49,57.1,6,2797.9,2003-06-27,Shipped,2,6,2003,Spain,Vintage Cars,Euro Shopping Channel,57.1,286
10144,20,81.86,1,1637.2,2003-08-13,Shipped,3,8,2003,Belgium,Vintage Cars,Royale Belge,81.86,20
10168,31,73.61,12,2281.91,2003-10-28,Shipped,4,10,2003,Usa,Vintage Cars,Technics Stores Inc.,73.61,642
10210,39,59.16,10,2307.24,2004-01-12,Shipped,1,1,2004,Japan,Vintage Cars,Osaka Souveniers Co.,59.16,577
10223,20,66.04,12,1320.8,2004-02-20,Shipped,1,2,2004,Australia,Vintage Cars,"Australian Collectors, Co.",66.03999999999999,497
10235,34,77.73,6,2642.82,2004-04-02,Shipped,2,4,2004,Canada,Vintage Cars,"Royal Canadian Collectables, Ltd.",77.73,390
10250,50,61.22,7,3061.0,2004-05-11,Shipped,2,5,2004,Usa,Vintage Cars,The Sharp Gifts Warehouse,61.22,521
10262,40,79.11,2,3164.4,2004-06-24,Cancelled,2,6,2004,Spain,Vintage Cars,Euro Shopping Channel,79.11,605
10275,28,63.97,12,1791.16,2004-07-23,Shipped,3,7,2004,France,Vintage Cars,La Rochelle Gifts,63.970000000000006,601
10284,50,81.86,4,4093.0,2004-08-21,Shipped,3,8,2004,Norway,Vintage Cars,"Norway Gifts By Mail, Co.",81.86,418
10297,28,79.8,7,2234.4,2004-09-16,Shipped,3,9,2004,Ireland,Vintage Cars,"Clover Collections, Co.",79.8,201
10308,46,66.04,10,3037.84,2004-10-15,Shipped,4,10,2004,Usa,Vintage Cars,Mini Classics,66.04,544
10316,24,59.16,2,1419.84,2004-11-01,Shipped,4,11,2004,Uk,Vintage Cars,Giftsbymail.Co.Uk,59.16,623
10328,24,81.17,5,1948.08,2004-11-12,Shipped,4,11,2004,Italy,Vintage Cars,Rovelli Gifts,81.17,495
10340,39,59.16,3,2307.24,2004-11-24,Shipped,4,11,2004,Spain,Vintage Cars,Enaco Distributors,59.16,343
10353,40,44.51,7,1780.4,2004-12-04,Shipped,4,12,2004,Usa,Vintage Cars,Gift Ideas Corp.,44.510000000000005,346
10361,49,72.33,2,3544.17,2004-12-17,Shipped,4,12,2004,Australia,Vintage Cars,Souveniers And Things Co.,72.33,429
10375,44,82.26,4,3619.44,2005-02-03,Shipped,1,2,2005,France,Vintage Cars,La Rochelle Gifts,82.26,560
10388,35,100.0,8,3918.95,2005-03-03,Shipped,1,3,2005,Usa,Vintage Cars,Fungiftideas.Com,111.97,315
10398,22,67.41,4,1483.02,2005-03-30,Shipped,1,3,2005,France,Vintage Cars,Reims Collectables,67.41,629
10401,62,77.73,6,4819.26,2005-04-03,On Hold,2,4,2005,Usa,Vintage Cars,Tekni Collectables Inc.,77.73,585
10416,26,61.22,7,1591.72,2005-05-10,Shipped,2,5,2005,Italy,Vintage Cars,L'Ordine Souveniers,61.22,460
10108,31,100.0,16,3669.78,2003-03-03,Shipped,1,3,2003,Philippines,Motorcycles,Cruz & Sons Co.,118.38000000000001,561
10121,25,86.74,3,2168.5,2003-05-07,Shipped,2,5,2003,France,Motorcycles,Reims Collectables,86.74,185
10135,30,89.8,17,2694.0,2003-07-02,Shipped,3,7,2003,Usa,Motorcycles,Mini Gifts Distributors Ltd.,89.8,607
10145,27,100.0,4,3251.34,2003-08-25,Shipped,3,8,2003,Usa,Motorcycles,Toys4Grownups.Com,120.42,563
10159,23,100.0,12,2347.15,2003-10-10,Shipped,4,10,2003,Usa,Motorcycles,Corporate Gift Ideas Co.,102.05,585
10169,34,100.0,12,3920.88,2003-11-04,Shipped,4,11,2003,Australia,Motorcycles,"Anna'S Decorations, Ltd",115.32000000000001,444
10180,22,100.0,7,2514.6,2003-11-11,Shipped,4,11,2003,France,Motorcycles,Daedalus Designs Imports,114.3,458
10190,42,85.72,4,3600.24,2003-11-19,Shipped,4,11,2003,Spain,Motorcycles,Euro Shopping Channel,85.72,170
10211,37,100.0,12,4040.03,2004-01-15,Shipped,1,1,2004,France,Motorcycles,Auto Canal Petit,109.19000000000001,530
10224,30,100.0,5,3336.9,2004-02-21,Shipped,1,2,2004,France,Motorcycles,Daedalus Designs Imports,111.23,241
10237,27,100.0,5,3113.64,2004-04-05,Shipped,2,4,2004,Usa,Motorcycles,Vitachrome Inc.,115.32,239
10252,25,100.0,9,2832.0,2004-05-26,Shipped,2,5,2004,France,Motorcycles,Auto Canal Petit,113.28,312
10264,34,97.97,7,3330.98,2004-06-30,Shipped,2,6,2004,Usa,Motorcycles,Gifts4Allages.Com,97.97,253
10276,38,100.0,13,4304.64,2004-08-02,Shipped,3,8,2004,Usa,Motorcycles,Online Mini Collectables,113.28000000000002,527
10285,26,100.0,4,2600.26,2004-08-27,Shipped,3,8,2004,Usa,Motorcycles,Marta'S Replicas Co.,100.01,474
10299,38,100.0,7,4382.16,2004-09-30,Shipped,3,9,2004,Finland,Motorcycles,"Toys Of Finland, Co.",115.32,382
10309,50,84.7,3,4235.0,2004-10-15,Shipped,4,10,2004,Norway,Motorcycles,Baane Mini Imports,84.7,190
10319,22,100.0,8,2626.8,2004-11-03,Shipped,4,11,2004,Usa,Motorcycles,Microscale Inc.,119.4,335
10331,32,100.0,4,5026.56,2004-11-17,Shipped,4,11,2004,Usa,Motorcycles,Motor Mint Distributors Inc.,157.08,437
10341,31,71.02,4,2201.62,2004-11-24,Shipped,4,11,2004,Austria,Motorcycles,Salzburg Collectables,71.02,411
10355,40,100.0,5,4326.8,2004-12-07,Shipped,4,12,2004,Spain,Motorcycles,Euro Shopping Channel,108.17,338
10365,22,100.0,3,3425.18,2005-01-07,Shipped,1,1,2005,Usa,Motorcycles,Mini Creations Ltd.,155.69,96
10375,41,100.0,15,4701.88,2005-02-03,Shipped,1,2,2005,France,Motorcycles,La Rochelle Gifts,114.68,560
10390,45,48.98,12,2204.1,2005-03-04,Shipped,1,3,2005,Usa,Motorcycles,Mini Gifts Distributors Ltd.,48.98,603
10403,45,100.0,5,5189.4,2005-04-08,Shipped,2,4,2005,Uk,Motorcycles,"Uk Collectables, Ltd.",115.32,371
10106,39,40.15,6,1565.85,2003-02-17,Shipped,1,2,2003,Italy,Vintage Cars,Rovelli Gifts,40.15,675
10120,49,50.62,12,2480.38,2003-04-29,Shipped,2,4,2003,Australia,Vintage Cars,"Australian Collectors, Co.",50.620000000000005,525
10133,27,50.19,7,1355.13,2003-06-27,Shipped,2,6,2003,Spain,Vintage Cars,Euro Shopping Channel,50.190000000000005,286
10143,34,36.66,1,1246.44,2003-08-10,Shipped,3,8,2003,Usa,Vintage Cars,Mini Creations Ltd.,36.660000000000004,524
10156,20,41.02,1,820.4,2003-10-08,Shipped,4,10,2003,Spain,Vintage Cars,Euro Shopping Channel,41.019999999999996,68
10168,48,51.93,13,2492.64,2003-10-28,Shipped,4,10,2003,Usa,Vintage Cars,Technics Stores Inc.,51.93,642
10199,29,38.4,1,1113.6,2003-12-01,Shipped,4,12,2003,Usa,Vintage Cars,West Coast Collectables Co.,38.4,115
10210,43,41.02,11,1763.86,2004-01-12,Shipped,1,1,2004,Japan,Vintage Cars,Osaka Souveniers Co.,41.019999999999996,577
10223,41,46.26,13,1896.66,2004-02-20,Shipped,1,2,2004,Australia,Vintage Cars,"Australian Collectors, Co.",46.260000000000005,497
10235,41,35.35,7,1449.35,2004-04-02,Shipped,2,4,2004,Canada,Vintage Cars,"Royal Canadian Collectables, Ltd.",35.349999999999994,390
10250,36,51.93,8,1869.48,2004-05-11,Shipped,2,5,2004,Usa,Vintage Cars,The Sharp Gifts Warehouse,51.93,521
10262,49,37.97,3,1860.53,2004-06-24,Cancelled,2,6,2004,Spain,Vintage Cars,Euro Shopping Channel,37.97,605
10275,38,45.39,13,1724.82,2004-07-23,Shipped,3,7,2004,France,Vintage Cars,La Rochelle Gifts,45.39,601
10284,33,51.93,5,1713.69,2004-08-21,Shipped,3,8,2004,Norway,Vintage Cars,"Norway Gifts By Mail, Co.",51.93,418
10296,26,48.44,1,1259.44,2004-09-15,Shipped,3,9,2004,Germany,Vintage Cars,"Bavarian Collectables Imports, Co.",48.440000000000005,401
10308,47,43.64,11,2051.08,2004-10-15,Shipped,4,10,2004,Usa,Vintage Cars,Mini Classics,43.64,544
10316,34,47.57,3,1617.38,2004-11-01,Shipped,4,11,2004,Uk,Vintage Cars,Giftsbymail.Co.Uk,47.57,623
10328,34,51.93,7,1765.62,2004-11-12,Shipped,4,11,2004,Italy,Vintage Cars,Rovelli Gifts,51.93,495
10340,40,50.62,4,2024.8,2004-11-24,Shipped,4,11,2004,Spain,Vintage Cars,Enaco Distributors,50.62,343
10353,40,82.21,8,3288.4,2004-12-04,Shipped,4,12,2004,Usa,Vintage Cars,Gift Ideas Corp.,82.21000000000001,346
10361,33,82.59,3,2725.47,2004-12-17,Shipped,4,12,2004,Australia,Vintage Cars,Souveniers And Things Co.,82.58999999999999,429
10375,49,65.8,5,3224.2,2005-02-03,Shipped,1,2,2005,France,Vintage Cars,La Rochelle Gifts,65.8,560
10388,27,100.0,1,3211.38,2005-03-03,Shipped,1,3,2005,Usa,Vintage Cars,Fungiftideas.Com,118.94,315
10398,49,36.66,5,1796.34,2005-03-30,Shipped,1,3,2005,France,Vintage Cars,Reims Collectables,36.66,629
10401,56,35.35,7,1979.6,2005-04-03,On Hold,2,4,2005,Usa,Vintage Cars,Tekni Collectables Inc.,35.35,585
10416,37,51.93,8,1921.41,2005-05-10,Shipped,2,5,2005,Italy,Vintage Cars,L'Ordine Souveniers,51.93,460
10104,33,100.0,7,3705.24,2003-01-31,Shipped,1,1,2003,Spain,Trucks And Buses,Euro Shopping Channel,112.27999999999999,443
10115,27,100.0,3,2843.91,2003-04-04,Shipped,2,4,2003,Usa,Trucks And Buses,Classic Legends Inc.,105.33,210
10127,46,100.0,9,6176.42,2003-06-03,Shipped,2,6,2003,Usa,Trucks And Buses,Muscle Machine Inc,134.27,540
10141,44,100.0,3,5500.44,2003-08-01,Shipped,3,8,2003,Finland,Trucks And Buses,Suominen Souveniers,125.00999999999999,290
10151,26,100.0,1,3220.1,2003-09-21,Shipped,3,9,2003,Finland,Trucks And Buses,"Oulu Toy Supplies, Inc.",123.85,342
10165,48,94.92,10,4556.16,2003-10-22,Shipped,4,10,2003,Singapore,Trucks And Buses,"Dragon Souveniers, Ltd.",94.92,670
10176,23,100.0,9,3114.89,2003-11-06,Shipped,4,11,2003,Italy,Trucks And Buses,L'Ordine Souveniers,135.43,325
10184,45,100.0,4,4948.2,2003-11-14,Shipped,4,11,2003,Spain,Trucks And Buses,"Iberia Gift Imports, Corp.",109.96,519
10195,49,100.0,4,5161.17,2003-11-25,Shipped,4,11,2003,Usa,Trucks And Buses,Mini Classics,105.33,385
10207,28,94.92,5,2657.76,2003-12-09,Shipped,4,12,2003,Usa,Trucks And Buses,Diecast Collectables,94.92,615
10220,37,100.0,9,3983.05,2004-02-12,Shipped,1,2,2004,Ireland,Trucks And Buses,"Clover Collections, Co.",107.65,289
10230,34,100.0,7,3974.94,2004-03-15,Shipped,1,3,2004,Germany,Trucks And Buses,"Blauer See Auto, Co.",116.91,338
10246,22,100.0,3,2928.42,2004-05-05,Shipped,2,5,2004,Spain,Trucks And Buses,Euro Shopping Channel,133.11,399
10259,29,100.0,2,3054.57,2004-06-15,Shipped,2,6,2004,Singapore,Trucks And Buses,Handji Gifts& Co,105.33000000000001,454
10271,34,98.39,3,3345.26,2004-07-20,Shipped,3,7,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,98.39,393
10282,38,100.0,12,4310.72,2004-08-20,Shipped,3,8,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,113.44000000000001,447
10292,41,100.0,6,4983.14,2004-09-08,Shipped,3,9,2004,Usa,Trucks And Buses,Land Of Toys Inc.,121.54,416
10305,42,100.0,3,4618.32,2004-10-13,Shipped,4,10,2004,Usa,Trucks And Buses,Marta'S Replicas Co.,109.96,502
10314,28,100.0,12,3403.12,2004-10-22,Shipped,4,10,2004,Denmark,Trucks And Buses,Heintze Collectables,121.53999999999999,524
10325,38,100.0,4,5190.42,2004-11-05,Shipped,4,11,2004,Norway,Trucks And Buses,Baane Mini Imports,136.59,329
10336,23,100.0,8,3141.57,2004-11-20,Shipped,4,11,2004,France,Trucks And Buses,"La Corne D'Abondance, Co.",136.59,447
10350,31,71.4,8,2213.4,2004-12-02,Shipped,4,12,2004,Spain,Trucks And Buses,Euro Shopping Channel,71.4,554
10359,46,100.0,2,4896.7,2004-12-15,Shipped,4,12,2004,France,Trucks And Buses,Reims Collectables,106.45,290
10371,48,56.55,10,2714.4,2005-01-23,Shipped,1,1,2005,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,56.550000000000004,382
10383,29,100.0,13,3087.05,2005-02-22,Shipped,1,2,2005,Spain,Trucks And Buses,Euro Shopping Channel,106.45,416
10395,46,100.0,4,5692.96,2005-03-17,Shipped,1,3,2005,France,Trucks And Buses,Lyon Souveniers,123.76,156
10412,26,100.0,3,3460.86,2005-05-03,Shipped,2,5,2005,Spain,Trucks And Buses,Euro Shopping Channel,133.11,455
10425,18,100.0,2,1895.94,2005-05-31,In Process,2,5,2005,France,Trucks And Buses,La Rochelle Gifts,105.33,427
10104,32,53.31,2,1705.92,2003-01-31,Shipped,1,1,2003,Spain,Trains,Euro Shopping Channel,53.31,443
10117,21,49.21,11,1033.41,2003-04-16,Shipped,2,4,2003,Singapore,Trains,"Dragon Souveniers, Ltd.",49.21,402
10127,46,69.12,4,3179.52,2003-06-03,Shipped,2,6,2003,Usa,Trains,Muscle Machine Inc,69.12,540
10142,42,49.79,14,2091.18,2003-08-08,Shipped,3,8,2003,Usa,Trains,Mini Gifts Distributors Ltd.,49.79,577
10153,31,57.41,13,1779.71,2003-09-28,Shipped,3,9,2003,Spain,Trains,Euro Shopping Channel,57.410000000000004,458
10165,38,66.78,5,2537.64,2003-10-22,Shipped,4,10,2003,Singapore,Trains,"Dragon Souveniers, Ltd.",66.78,670
10176,38,64.44,4,2448.72,2003-11-06,Shipped,4,11,2003,Italy,Trains,L'Ordine Souveniers,64.44,325
10185,20,48.62,15,972.4,2003-11-14,Shipped,4,11,2003,Usa,Trains,Mini Creations Ltd.,48.62,520
10196,46,62.09,7,2856.14,2003-11-26,Shipped,4,11,2003,Usa,Trains,Super Scale Inc.,62.089999999999996,316
10208,30,65.61,15,1968.3,2004-01-02,Shipped,1,1,2004,France,Trains,"Saveley & Henriot, Co.",65.61,530
10220,30,68.54,4,2056.2,2004-02-12,Shipped,1,2,2004,Ireland,Trains,"Clover Collections, Co.",68.53999999999999,289
10230,43,52.14,2,2242.02,2004-03-15,Shipped,1,3,2004,Germany,Trains,"Blauer See Auto, Co.",52.14,338
10247,49,63.85,4,3128.65,2004-05-05,Shipped,2,5,2004,Finland,Trains,Suominen Souveniers,63.85,233
10272,43,56.82,4,2443.26,2004-07-20,Shipped,3,7,2004,Usa,Trains,Diecast Classics Inc.,56.82000000000001,214
10282,37,66.78,7,2470.86,2004-08-20,Shipped,3,8,2004,Usa,Trains,Mini Gifts Distributors Ltd.,66.78,447
10292,35,55.07,1,1927.45,2004-09-08,Shipped,3,9,2004,Usa,Trains,Land Of Toys Inc.,55.07,416
10306,34,60.34,15,2051.56,2004-10-14,Shipped,4,10,2004,Uk,Trains,"Av Stores, Co.",60.339999999999996,587
10314,38,61.51,7,2337.38,2004-10-22,Shipped,4,10,2004,Denmark,Trains,Heintze Collectables,61.510000000000005,524
10325,44,100.0,7,5932.96,2004-11-05,Shipped,4,11,2004,Norway,Trains,Baane Mini Imports,134.84,329
10337,21,100.0,6,2296.77,2004-11-21,Shipped,4,11,2004,Usa,Trains,Classic Legends Inc.,109.37,285
10350,44,100.0,17,6490.88,2004-12-02,Shipped,4,12,2004,Spain,Trains,Euro Shopping Channel,147.52,554
10359,25,64.93,4,1623.25,2004-12-15,Shipped,4,12,2004,France,Trains,Reims Collectables,64.93,290
10372,24,58.58,9,1405.92,2005-01-26,Shipped,1,1,2005,Japan,Trains,"Tokyo Collectables, Ltd",58.580000000000005,321
10383,38,60.06,10,2282.28,2005-02-22,Shipped,1,2,2005,Spain,Trains,Euro Shopping Channel,60.06,416
10395,45,100.0,3,8977.05,2005-03-17,Shipped,1,3,2005,France,Trains,Lyon Souveniers,199.48999999999998,156
10413,51,63.85,4,3256.35,2005-05-05,Shipped,2,5,2005,Usa,Trains,Gift Depot Inc.,63.85,229
10108,34,82.99,14,2821.66,2003-03-03,Shipped,1,3,2003,Philippines,Motorcycles,Cruz & Sons Co.,82.99,561
10121,44,74.85,1,3293.4,2003-05-07,Shipped,2,5,2003,France,Motorcycles,Reims Collectables,74.85000000000001,185
10135,44,96.0,15,4224.0,2003-07-02,Shipped,3,7,2003,Usa,Motorcycles,Mini Gifts Distributors Ltd.,96.0,607
10145,38,81.36,2,3091.68,2003-08-25,Shipped,3,8,2003,Usa,Motorcycles,Toys4Grownups.Com,81.36,563
10159,31,71.6,10,2219.6,2003-10-10,Shipped,4,10,2003,Usa,Motorcycles,Corporate Gift Ideas Co.,71.6,585
